183	Phil. Trans. Royal Soc. London	12	http://www.pubs.royalsoc.ac.uk/phil_maths/phil_maths.html	1364-503X	English	Royal Society of London. Philosophical Transactions. Mathematical, Physical and Engineering Sciences		Royal Society                 
186	Science	51	Http://www.sciencemag.org/	0036-8075	English 	Science		
188	Sci. Pub. Pol.	6	http://www.scipol.demon.co.uk/spp.htm	0302-3427	English	Science and Public Policy		Beech Tree Publishing
192	Sci. Stud.	2	http://pro.tsv.fi/stts/mag/index.html	0786-3012		Science Studies		
202	Soc. Epistem.	4	http://www.tandf.co.uk/journals/routledge/02691728.html	0269-1728	English	Social Epistemology		routledge taylor and francis group
206	STS Net. Jap. Yearbk.	1				STS Network Japan Yearbook		
214	Synthese	12	http://www.kluweronline.com/issn/0039-7857	0039-7857	English 	Synthese	Synthese: An International Journal for Epistemology, Methodology and Philosophy of Science \n	kluwer
230	Zygon	4	http://www.blackwellpublishershttp://www.blackwellpublishing.com/journal.asp?ref=0591-2385.co.uk/asp/journal.asp?ref=0591-2385	0591-2385	English	Zygon	Zygon: Journal of Religion and Science	Blackwell Publishing Ltd.
248	Keji yiliao yu shihui					Keji yiliao yu shihui (Taiwanese Journal for the Study of Science, Technology and Medicine)		
260	Ancient Phil.	2		0740-2007	English	Ancient Philosophy		Mathesis Publications, Inc.
302	Geogr. Z.	4		0016-7479	German	Geographische Zeitschrift		Franz Steiner Verlag Stuttgart GmbH
307	Anthropozoologica	2		0761-3032		Anthropozoologica	Anthropozooligica: Bulletin de "L'Homme et Animal" [Muséum National d'Histoire Naturelle, Paris]\nAnthropo zoologica	
316	Common Knowl.	3	http://muse.jhu.edu/journals/common_knowledge/	0961-754X	English	Common Knowledge		Duke University Press
332	Rend. Circ. Matemat. Palermo	4		0009-725X	 English, French, German, Italian	Rendiconti del Circolo Matematico di Palermo	Circolo Matematico di Palermo. Rendiconti	
334	Acta Phil.	2	http://www.usc.urbe.it/acta/	1121-2179	English, Italian, Spanish, French	Acta Philosophica	Acta Philosophica: Rivista Internazionale di Filosofia	Armando Editore
360	Gesch. Gesell.	4		0340-613X	German	Geschichte und Gesellschaft	Geschichte und Gesellschaft: Zeitschrift fuer Historische Sozialwissenschaft	Vandenhoeck und Ruprecht
367	Phys. Unserer Zeit	6	http://www3.interscience.wiley.com/cgi-bin/jhome/60500209	0031-9252	German	Physik in Unserer Zeit		Wiley - V C H Verlag GmbH
375	Grad. Fac. Phil. J.	2	http://www.newschool.edu/gf/phil/GFPJ--LRP/GFPJ/hmimg.html	0093-4240	English, French, German, Latin, Greek	Graduate Faculty Philosophy Journal	Graduate Faculty Philosophy Journal\n	New School University
376	Res. Phil. Tech.	irr	http://www.elsevier.nl/inca/tree/?key=B1RPT	0161-7249	English	Research in Philosophy and Technology		J A I Press Inc.
382	Amer. Cath. Phil. Quart.	4		1051-3558	Englsih	American Catholic Philosophical Quarterly	American Catholic philosophical quarterly : journal of the American Catholic Philosophical Association. 	American Catholic Philosophical Association
384	Sci. Tech. & Soc.	2	http://indiasage.com/jdisp.asp?id=09717218 	0971-7218		Science Technology and Society	Science, Technology & Society: an international journal devoted to the developing world	Sage Publications India Pvt. Ltd.
385	Kexue Jishu yu Bianzhengfa	6		1003-5680	Chinese	Kexue Jishu yu Bianzhengfa (Science, Technology, and Dialectics)	Studies in Philosophy of Science and Technology (Kexue Jishu Zhexue Yanjiu)	Shanxi Sheng Ziran Bianzhengfa Yanjiuhui
388	Worldviews	3	http://www.brill.nl/m_catalogue_search.asp?sub=6&converted_subtitle=worldviews&subtitle=worldviews&x=0&y=0	1363-5247	Englsih	Worldviews	Worldviews: environment, culture, religion	Brill Academic Publishers, Inc.
398	Amer. J. Sociol.	6	http://www.journals.uchicago.edu/AJS/journal/home.html	0002-9602	Eglish	American Journal of Sociology 	AJS. American journal of sociology	University of Chicago
418	Amer. Phil. Quart.					American Philosophical Quarterly		
457	Australas. J.					Australasian Journal of Philosophy		
461	Bibl. École Chartes			0373-6237		Bibliothèque de l'École des Chartes		
467	Boston Stud. Phil. Sci.					Boston Studies in the Philosophy of Science		
480	Bull. Phil. Médiév.			0068-4023		Bulletin de Philosophie Médiévale		
679	Knowl. & Soc.					Knowledge and Society: The Anthropology of Science and Technology		
710	Notre Dame Phil. Rev.			1538-1617	english	Notre Dame Philosophical Reviews	NDPR	
766	Phil Soc. Sci.			0048-3931		Philosophy of the Social Sciences		
782	Proc. Amer. Phil. Soc.			0003-049X		Proceedings of the American Philosophical Society		
808	Res. Socio. Knowl. Sci. Art					Research in Sociology of Knowledge, Sciences, and Art		
842	Riv. Stor. Fil.					Rivista di Storia della Filosofia		
854	Sci. Commun.			1075-5470		Science Communication		
880	STTH					Science, Technology, and the Humanities	STTH	
901	Terrae Incog.					Terrae lncognitae Philosophy and the Intellectual Life of the Middle Ages		
904	Thomist		http://www.thomist.org/	0040-6325	English	Thomist: A Speculative Quarterly Review		
911	Trans. C. S. Peirce Soc.					Transactions of the Charles S. Peirce Society		
919	VEST			0283-6025		VEST: Tidskrift för Vetenskapsstudier		Göteborgs universitet.; Institutionen för vetenskapsteori. 
925	Vivarium	2	www.brill.nl	0042-7543	English	Vivarium: Journal for Mediaeval Philosophy and the Intellectual Life of the Middle Ages		Brill Academic Publishers
942	Prilozi	1		0350-2791	Croatian	Prilozi za istraživanje hrvatske filozofske baštine		
987	J. Washington Acad. Sci.	4	http://www.washacadsci.org/journal.htm	0043-0439	English	Journal of the Washington Academy of Sciences		Washington Academy of Sciences
990	Sterne Weltraum			0039-1263		Sterne und Weltraum		
991	Mitt. Deutsch. Math.-Vereinig.	4				Mitteilungen der Deutschen Mathematiker-Vereinigung	Mitteilungen der DMV	
1006	News HOPOS	4	http://scistud.umkc.edu/hopos	1544-9912 (formerly 1527-9332)	English	Newsletter of HOPOS	Newsletter of HOPOS, The International Society for the History of Philosophy of Science	The International Society for the History of Philosophy of Science
1007	Biol. Rev. Publ. Cambridge Phil. Sci.	4	journals.cambridge.org			Biological Reviews Published for the Cambridge Philosophical Society		Cambridge Philosophical Society
1034	Phil. & Geog.			1090-3771	english	Philosophy and Geography		
1035	Hist. Phil. Quart.	4		0740-0675 	English	History of Philosophy Quarterly	HPQ	Bowling Green State University. Philosophy Documentation Center
1037	Bibl. Hum. Renaiss. 	3		0006-1999	French	Bibliothèque d'humanisme et renaissance. Travaux et documents  		 Association d'humanisme et renaissance.
1119	Dianoia	1		1125-1514	Italian	Dianoia: Annali di storia della filosofia 		
1195	Épistémologiques			1517-7823		Épistémologiques: Philosophie, Sciences, Histoire: Revue Internationale 		
1198	Boch. Phil. Jahr.		http://www.ruhr-uni-bochum.de/philosophy/journals/jahrbuch.htm	1384-6663		Bochumer Philosophisches Jahrbuch fur Antike und Mittelalter		
1208	Proc. Calif. Acad. Sci.	Irregular		0068-547X	English	Proceedings of the California Academy of Sciences		
3088	Quaestio	annual		1379-2547	English, French, German, and Italian	Quaestio: annuario di storia della metafisica		
3089	J. Exp. Zool. B Mol. Dev. Evol.	Bimonthly	http://onlinelibrary.wiley.com.ezproxy.lib.ou.edu/journal/10.1002/%28ISSN%291552-5015/issues	1552-5007	English	Journal of Experimental Zoology. Part B, Molecular and Developmental Evolution		
3161	Int. J. Earth Sci.		http://www.springerlink.com/content/1437-3254/		English	International Journal of Earth Sciences 		
3190	Kexue Jishu Zhexue Yanjiu	6		1003-5680.	Chinese	Kexue Jishu Zhexue Yanjiu (Studies in Philosophy of Science and Technology)	Kexue Jishu yu Bianzhengfa (Science, Technology, and Dialectics)	Shanxi Sheng Ziran Bianzhengfa Yanjiuhui
37	Bull. Ecol. Soc. Amer.	4	Http://www.esapubs.org/esapubs/journals/bulletin.htm	0012-9623	English 	Bulletin of the Ecological Society of America		Ecological Society of America
56	Ecology	12	http://www.esajournals.org/esaonline/?request=get-archive	0012-9658	English	Ecology		Ecological Society of America
164	Phys. Today	12	Http://www.physicstoday.org	0031-9228	English	Physics Today		American Institure of Physics
168	Proc. Cumberland Geol. Soc.		Http://www.cumberland-geol-soc.org.uk/			Proceedings of the Cumberland Geological Society		
169	Protist	4	http://www.urbanfischer.de/journals/frame_template.htm?/journals/protist/protist.htm	1434-4610      	English	Protist		Urban & Fischer Verlag
220	Trans. Royal Soc. Edinburgh Earth Sci.	4	http://www.rse.org.uk/publications/volumes/trans.htm	0263-5933	English	Transactions of the Royal Society of Edinburgh (Earth Science)		The R S E Scotland Foundation
229	Yale J. Biol. Med.	6	http://info.med.yale.edu/yjbm/	0044-0086      	English	Yale Journal of Biology and Medicine		Yale Jrl of Biology & Medicine
243	Eurasian Soil Sci.			1064-2293		Eurasian Soil Science		
256	Sky & Telescope	12	http://skyandtelescope.com/	0037-6604	English	Sky and Telescope	Sky & Telescope	Cambridge, Mass., Sky Pub. Corp
262	New Scientist	51	http://www.newscientist.com 	0262-4079	English	New Scientist	New Scientist: the global science and technology weekly	
295	<E'>tud. Phil.	4		0014-2166	French	<E'>tudes Philosophiques	Etudes Philosophiques	Presses Universitaires de France, Departement des Revues
311	Arch. Hist. Doct. Litt. Moyen Age	1		0373-5478	 English, French, German, Latin	Archives d'Histoire Doctrinale et Littéraire du Moyen Âge		Librairie Philosophique J. Vrin
324	Utilitas	3	http://www.eup.ed.ac.uk/Newweb/journals/Utilitas/ 	0953-8208	Englsih	Utilitas: A Journal of Utilitarian Studies		Edinburgh University Press
326	Taxon	4	http://www.botanik.univie.ac.at/iapt/taxon/	0040-0262	English	Taxon	Taxon: international journal of plant taxonomy, phylogeny and evolution	Institute of Botany, University of Vienna
328	Theoria (0040-5825)	3	http://www.infra.kth.se/phil/theoria 	0040-5825	English	Theoria (0040-5825)	Theoria: a Swedish journal of philosophy	Thales
343	Acta Geod. Geophys. Hung.	4	http://www.ggki.hu/new/foe.htm	1217-8977	English	Acta Geodaetica et Geophysica Hungarica		Akademiai Kiado Rt.
344	Amer. Paleon.	4	http://www.englib.cornell.edu/pri/ 	1066-8772	English	American Paleontologist	 a newsmagazine of earth sciences	Paleontological Research Institution
345	Angewan. Chem.	48	http://www3.interscience.wiley.com/cgi-bin/jhome/40002873	0044-8249	German	Angewandte Chemie		Wiley - V C H Verlag GmbH
346	Angewan. Chem. Int. Ed.	48	http://www3.interscience.wiley.com/cgi-bin/jhome/26737	0721-4227	English	Angewandte Chemie International Edition		
347	Ann. N. Y. Acad. Sci.	irr	http://www.annalsnyas.org/	0077-8923	Englsih	Annals of the New York Academy of Sciences		New York Academy of Sciences.
348	Appl. Spectro.	12	http://www.kluweronline.com/issn/0021-9037/contents	0003-7028	Englsih	Applied Spectroscopy		Kluwer
349	APS News	12	http://www.aps.org/apsnews/	1058-8132	Englsih	APS News		American Physical Society
350	Astrophy. & Space Sci.	16	http://www.kluweronline.com/issn/0004-640X/contents	0004-640X 	Englsih	Astrophysics and Space Science	An International Journal of Astronomy, Astrophysics and Space Science	Kluwer
351	Brentano Stud.	1		0935-7009	German, English	Brentano Studien		J.H. Roell
352	Bull. Amer. Meteor. Soc.	12	http://ams.allenpress.com/amsonline/?request=get-archive&issn=1520-0477	0003-0007	English	Bulletin of the American Meteorological Society	American Meteorological Society. Bulletin	American Meteorological Society
355	Ecosystems	8	http://link.springer.de/link/service/journals/10021/ 	1432-9840	English	Ecosystems		Springer
356	Eos	52	http://www.agu.org/eos_elec/	0096-3941	English	Eos: Transactions, American Geophysical Union	Eos, Transactions, American Geophysical Union	American Geophysical Union
357	Eur. Astron. Soc. News.	2	http://www2.iap.fr/eas/newsletters.html		Englsish	European Astronomical Society Newsletter 	EAS Newsletters	
358	Found. Phys.	12	http://www.kluweronline.com/issn/0015-9018/contents	0015-9018	English	Foundations of Physics	An International Journal Devoted to the Conceptual Bases and Fundamental Theories of Modern Physics, Biophysics and Cosmology	kluwer
359	Geof. Internat.	4	http://www.unam.mx/serv_hem/revistas/fisica/	0016-7169	 English, French, Spanish	Geof<i'>sica Internacional	Geofisica Internacional	Universidad Nacional Autonoma de Mexico, Instituto de Geofisica
363	J. Atmos. Sol.-Terr. Phys.	18	http://www.elsevier.com/locate/jastp	1364-6826	English	Journal of Atmospheric and Solar-Terrestrial Physics	JASTP\nJournal of Atmospheric and Solar - Terrestrial Physics\n	Pergamon
364	J. Geoph. Res.	12		0148-0227	English	Journal of Geophysical Research	J G R: Journal of Geophysical Research	American Geophysical Union
366	Naturwiss. Rundsch.	12		0028-1050	German	Naturwissenschaftliche Rundschau		\nWissenschaftliche Verlagsgesellschaft mbH
370	Rev. Anthro.	4	http://www.tandf.co.uk/journals/titles/00988157.html	0093-8157	Englsih	Reviews in Anthropology		Taylor & Francis Ltd
378	Prog. Quantum Elec.	6	http://www.elsevier.com/locate/pquantelec	0079-6727	Englsih	Progress in Quantum Electronics	Progress in Quantum Electronics: an international review journal	Pergamon
404	Singapore J. Trop. Geogr.	2		0129-7619		Singapore Journal of Tropical Geography	Journal of tropical geography\nMalayan journal of tropical geography (preesiding titiel)	
406	Ann. Physik	12	http://www.interscience.wiley.com/jpages/0003-3804/	0003-3804	German	Annalen der Physik		
411	Allg. Z. Phil.					Allgemeine Zeitschrift für Philosophie		
580	Helv. Chim. Acta			0018-019X (print), 1522-2675 (online)	English	Helvetica Chimica Acta		Wiley InterScience
582	Logos	4		0868-7692	Lithuanian	Logos	LOGOS: A Journal of Religion, Philosophy, Comparative Cultural Studies and\nArt	
706	Mediaevalia Phil. Polonorum					Mediaevalia Philosophica Polonorum		
714	Mem. Roy. Astron. Soc. Lond.					Memoirs of the Royal Astronomical Society of London		
877	Soviet Phys.					Soviet Physics: Uspeki		
902	Theory Biosci.	4	http://www.elsevier-deutschland.de/theorybiosc	1431-7613	english	Theory in Biosciences		
907	Topoi					Topoi: An International Review of Philosophy		
912	Trans. Inst. Brit. Geogr.					Transactions of the Institute of British Geographers		
916	Trends Neurosci.					Trends in Neurosciences		
935	Z. Allg. Wissenschaftstheor.					Zeitschrift für Allgemeine Wissenschaftstheorie		
939	Z. Phil. Forsch.					Zeitschrift für Philosophische Forschung		
949	Rev. Cien. Mat.					Revista Ciencias Matematicas		
950	Spectro. acta					Spectrochimica acta		
952	J. Stat. Phys.					Journal of Statistical Physics		
953	Genet. Resourc. Crop Evol.	8	http://www.kluweronline.com/issn/0925-9864/	0925-9864	english	Genetic Resources and Crop Evolution 		kluwer
954	J. Med. Primat.					Journal of Medical Primatology		
955	ANZ J. Surg.					ANZ Journal of Surgery		blackwell
962	Cien. Hoje	12	http://www.ciencia.org.br/ 	0101-8515	Portuguese	Ciência Hoje		Universidade Federal do Ceara
963	Internat. J. Devel. Biol.	8	http://www.ijdb.ehu.es/	0214-6282	English	International Journal of Developmental Biology	Formerly (until 1989): Anales del Desarrollo (Spain) (0569-9908)	Universidad del Pais Vasco, Servicio Editorial
964	Europhys. News	6	http://www.edpsciences.org 	0531-7479	Englsih	Europhysics News	Formerly: Europhysics Review	E D P Sciences
965	Behavior.	1	http://www.allenpress.com 	1047-8663	English	Behaviorology 		The International Society for Behaviorology
966	Arch. Sci. Comp. Rendu Seances Soc. Phys. Hist. Nat. Geneve	3		0252-9289	English, French, German, Italian	Archives des Sciences et Compte Rendu des Séances de la Société de Physique et d'Histoire Naturelle de Genève	Formed by 1980 merger of: Compte Rendu des Seances de la Societe de Physique et d'Histoire Naturelle de Geneve (Switzerland) (0583-8401); Archives des Sciences (Switzerland) (0003-9705); (until 1947): Archives des Sciences Physiques et Naturelles (Switzerland) (0365-7116)	Societe de Physique et d'Histoire Naturelle de Geneve
968	Quekett J. Microsc.	2		0969-3823	Englsih	Quekett Journal of Microscopy	Formerly (until 1993): Microscopy (United Kingdom) (0026-2838)	
970	Clin. Chem.	12	http://www.clinchem.org 	0009-9147		Clinical Chemistry	Clinical Chemistry: international journal of molecular diagnostics and laboratory medicine	American Association for Clinical Chemistry, Inc.
971	Ann. Psychol.	4		0003-5033	French	Année Psychologique	L'Année Psychologique	Presses Universitaires de France
972	Invest. Cienc.	12		0210-136X	Spanish	Investigación y Ciencia		
975	Comm. ACM					Communications of the Association for Computing Machinery (ACM)		
986	Meas. Sci Tech.	12	http://www.iop.org/EJ/journal/0957-0233	0957-0233	english	Measurement Science and Technology	Meas. Sci Technol.	Institute of Physics Publishing
994	Austral. J. Bot.	4	http://www.publish.csiro.au/nid/65.htm	0067-1924	English	Australian Journal of Botany		CSIRO Publishing
1003	Episteme		http://www.ilea.ufrgs.br/episteme	1413 - 5736 	Portugese	Episteme: Filosofia e História da Ciência em Revista		
1025	Scandinavian J. Immun.					Scandinavian Journal of Immunology		
1027	Danish Yearbk. Phil.					Danish Yearbook of Philosophy		
1044	Can.-Amer. Slav. Stud. 	4		0090-8290	English	Canadian-American Slavic Studies	Revue canadienne-américaine d'études slaves  	University of Pittsburgh. University Center for International Studies.
1139	Prog. Surf. Sci.	12		0079-6816	English	Progress in Surface Science		
1156	Freiburger Z. Phil. Theol.			0016-0725	German	Freiburger Zeitschrift für Philosophie und Theologie		
1216	Occas. Pap. Calif. Acad. Sci.			0068-5461	English	Occasional Papers of the California Academy of Sciences		
1222	Physik			1617-9439	German	Physik Journal		Weinheim Wiley-VCH
1241	Rev. Catalana Soc.	annual	http://publicacions.iec.cat.ezproxy.lib.ou.edu/PopulaFitxa.do?moduleName=revistes_cientifiques&subModuleName=&idColleccio=152	1136-8527	Catalan	Revista Catalana de Sociologia		
1243	Comunicações Geol.	annual	http://www.scielo.oces.mctes.pt/scielo.php?script=sci_serial&pid=1647-581X&nrm=iso	0873-948X	Catalan	Comunicações Geológicas		
1246	Scripta Nova	monthly	http://www.ub.edu/geocrit/nova.htm	1138-9788	Catalan	Scripta Nova. Revista Electrónica de Geografía y Ciencias Sociales		
1252	Comp. Tech. Transf. Soc.			1543-3404	English	Comparative Technology Transfer and Society		
1282	Not. Am. Math. Soc.	monnthly	http://www.ams.org/notices/201105/	0002-9920	English	Notices of the American Mathematical Society		
1288	Michael Quart.		http://www.michaelquarterly.no/index.php?a=2&tekst_id=OM_MICHAEL	1504-0658	English	Michael Quarterly		
1930	Archief					Archief: Mededelingen van het Koninklijk Zeeuwsch Genootschap der Wetenschappen		
2053	Naturwissen.			0028-1042	English	Naturwissenschaften		Springer Berlin / Heidelberg
2758	Sci. Christ. Belief					Science and Christian Belief		
3056	Episodes	4x per year	http://www.episodes.co.in/	0705-3797	English	Episodes: Journal of International Geoscience		
3059	Panacea	2x per year	http://medtrad.org/panacea/IndiceGeneral.htm		Spanish	Panacea		Tremédica, Asociación Internacional de Traductores y Redactores de Medicina y Ciencias Afines.
3067	Mém. Cl. Sci.	irregular		0365-0936	French	Mémoires de la Classe des sciences. Académie Royale de Belgique		
3068	Les études philosophiques	quarterly	http://www.cairn.info/revue-les-etudes-philosophiques-2009-4.htm	0395-7632	French	Les études philosophiques		
3094	Evolution and Develop.		http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291525-142X;jsessionid=6379B45E952D21A31F1E2F2D9E2F8723.d03t01?systemMessage=Wiley+Online+Library+will+be+disrupted+4+Feb+from+10-12+GMT+for+monthly+maintenance	1525-142X		Evolution and Development		
3171	Cult. and Psychol.		http://cap.sagepub.com.ezproxy.lib.ou.edu/content/current			Culture and Psychology		
3182	WIRE: Climate Change	6x per year	http://onlinelibrary.wiley.com/journal/10.1002/%28ISSN%291757-7799	1757-7799	English	Wiley Interdisciplinary Reviews: Climate Change		
3184	Metabasis		http://www.metabasis.it/index.php?lang=en&uid=12&act=&pos=&rid=	1828-1567	Italian	Metabasis		
3185	Working Papers Nat. Evidence		http://www2.lse.ac.uk/economicHistory/pdf/FACTSPDF/HowWellDoFactsTravelWP.aspx		English	Working Papers on The Nature of Evidence: How Well Do <q>Facts</q> Travel		
3223	Evolution: Educ. Outr.	quarterly	http://www.springerlink.com/content/120878/	1936-6434	English	Evolution: Education and Outreach		
106	J. Hist. Arabic Sci.	2		0379-2927	Arabic, English, French, German	Journal for the History of Arabic Science		University of Aleppo
178	Rev. Soc. Brasil. Hist. Ciên.	2	http://www.ifi.unicamp.br/~ghtc/sbhc.htm	0103-7188		Revista da Sociedade Brasileira de Historia de Ciência		
464	Biometrika					Biometrika	Biometrika: Journal for the Statistical Study of Biological Problems	
853	Sci. Amer.					Scientific American		
1022	South African J. Sci.					South African Journal of Science		
1148	Docum. Stud. Trad. Fil. Mediev.				Italian	Documenti e Studi Sulla Tradizione Filosofica Medievale	Rivista della Società Internazionale per lo Studio del Medioevo Latino	Spoleto : Centro italiano di studi sull'alto Medioevo,
1151	Gen. Mole. Bio.		http://www.scielo.br/scielo.php?script=sci_serial&pid=1415-4757&lng=en&nrm=iso	1415-4757		Genetics and Molecular Biology		
1154	Int. J. Impact Eng. 			0734-743X		International Journal of Impact Engineering		
1167	Hugoye		http://syrcom.cua.edu/Hugoye/Vol10No2/index.html			Hugoye		
1182	Tijdschr. Filosofie			0040-750X	Dutch	Tijdschrift voor Filosofie		
1185	ChemPhysChem				English	ChemPhysChem		
1192	Rev. Biol.			0035-6050	French	Rivista di Biologia	Biology Forum	
1194	Geol. Today			0266-6979		Geology Today		
1217	Geology		http://geology.gsapubs.org	0091-7613	English	Geology		
1223	Emerg. Infect. Dis.	quarterly		1080-6040	English	Emerging Infectious Diseases		
1228	Chirality	9 per year	http://www.wiley.com/WileyCDA/WileyTitle/productCd-CHIR.html	0899-0042	English	Chirality: The Pharmacological, Biological, and Chemical Consequences of Molecular Asymmetry		Wiley
1230	Nat. Gen.	monthly	http://www.nature.com/ng/	1061-4036	English	Nature Genetics		
1233	Rev. roum. phil.		http://ifilosofie.uv.ro/revueroumaine.html	1220-5400	French	Revue roumaine de philosophie		
1234	Ox. Stud. Ear. Mod. Phil.	Annual 	http://www.oup.com/us/catalog/general/series/OxfordStudiesinEarlyModernPhilos/?view=usa	1754-7873	English	Oxford Studies on Early Modern Philosophy		
1237	Krankenhauspsychiat.			0937-289X	German	Krankenhauspsychiatrie		
1239	Nat. Rev. Genet.		http://web.ebscohost.com.ezproxy.lib.ou.edu/ehost/detail?hid=112&sid=6f99f197-5d0a-4a51-b2fe-658e753dc730%40sessionmgr112&vid=1&bdata=JnNpdGU9ZWhvc3QtbGl2ZQ%3d%3d#db=aph&jid=LKE	1471-0056	English	Nature Reviews Genetics		
1244	Rev. Metaphysics		http://www.jstor.org/journals/00346632.html 	0034-6632	English	Review of Metaphysics		Washington, DC : Philosophy Education
1264	J. Nat. Med. Assoc.			0027-9684	English	Journal of the National Medical Association		East Norwalk, CT : Appleton-Century-Crofts
1270	Anal. Real Soc. Españ. Quím.		http://www.rseq.org/anales.htm	1575-3417	Spanish	Anales de la Real Sociedad Española de Química		
1277	Theor. Med. Bioethics		http://www.springer.com/philosophy/epistemology+and+philosophy+of+science/journal/11017	1386-7415	English	Theoretical Medicine and Bioethics		
1284	Surv. Opthalmol.	bimonthly	http://www.sciencedirect.com.ezproxy.lib.ou.edu/science/journal/00396257	0039-6257	English	Survey of Ophthalmology		Elsevier
1294	Biol. Theory	quarterly	http://mitpress.mit.edu/biot	1555-5542	English	Biological Theory		
1296	Ber. Abhandlungen	annual	http://www.bbaw.de/publikationen		German	Berichte und Abhandlungen / Berlin-Brandenburgische Akademie der Wissenschaften		
1300	J. Biosci.		http://www.ias.ac.in/jbiosci/back.html			Journal of Biosciences		
1387	Math. Mag.					Mathematics Magazine		
1395	Northeast. Geol.					Northeastern Geology		
1462	Normat					Normat: Nordisk Matematisk Tidskrift		
1480	Mem. Soc. Astron. Ital.				Italian	Memorie della Società Astronomica Italiana		
1481	Giorn. Crit. Fil. Ital.					Giornale Critico della Filosofia Italiana		
1559	Arch. Sci.					Archives des Sciences (Geneva)		
1575	Amer. J. Med. Genet.					American Journal of Medical Genetics		
1644	Math. Intell.					Mathematical Intelligencer		
1851	Philosophia					Philosophia: Philosophical Quarterly of Israel		
1920	J. Amer. Med. Assoc.					Journal of the American Medical Association		
2033	J. Biogeogr.					Journal of Biogeography		
2271	Rev. Fil.					Revista de Filosofía		
2296	Compass				English	The Compass: The Earth-Science Journal of Sigma Gamma Epsilon		
2535	J. Indian Phil.					Journal of Indian Philosophy		
2894	Int. Stat. Rev.					International Statistical Review		
3054	Acta Carsologica	Irregular		0583-6050	Slovenian	Acta Carsologica		
3058	Coleopt. bull.	Quarterly		0010-065X	English	The Coleopterists Bulletin		
3084	Statist. Sci.					Statistical Science		
3091	Arch. Mitt. Phil. Kultur	annual			Bulgarian	Archiv für Mittelalterliche Philosophie und Kultur		
3092	Australian Physics	6x per year		1036-3831	English	Australian Physics		
3165	Act. Acad. Nat. Sci. Belles-Lettres Arts Bordeaux				French	Actes de l’Académie nationale des Sciences, Belles-Lettres et Arts de Bordeaux		
3166	Bacteriophage	quarterly	http://www.landesbioscience.com/journals/bacteriophage/archive/	2159-7073	English	Bacteriophage		
3172	Nature Meth.		http://www.nature.com/nmeth/archive/index.html			Nature Methods		
3174	Rev. Mod. Astron.					Reviews in Modern Astronomy		
3175	N. Zeal. Geogr.		http://onlinelibrary.wiley.com/journal/10.1111/%28ISSN%291745-7939a	1745-7939	English	New Zealand Geographer		
3176	Rev. Metaphysics		http://www.reviewofmetaphysics.org/index.php?option=com_content&view=article&id=34&Itemid=32		English	The Review of Metaphysics		
3177	Acta Astronutica		http://www.sciencedirect.com/science/journal/00945765/79			Acta Astronautica		
3183	Space and Defense	biannual	http://web.mac.com/rharrison5/Eisenhower_Center_for_Space_and_Defense_Studies/Journal.html		English	Space and Defense		
3192	Mitteilungen und Forschungsbeitr<a">ge der Cusanus-Gesellschaft		http://www.uni-trier.de/index.php?id=21338		German	Mitteilungen und Forschungsbeitr<a">ge der Cusanus-Gesellschaft (Inhaltsverzeichnisse)		
917	Universitas					Universitas: Newsletter of the International Centre for the History of Universities and Science		
263	Berkeley Papers Hist. Sci.	irr	http://ohst7.berkeley.edu/Publications/bphs.html	0145-0379		Berkeley Papers in History of Science		University of California, Berkeley
22	Archaeoastronomy	0	http://www.shpltd.co.uk/aa.html	0142-7253	English	Archeoastronomy (Supplement to Journal for the History of Astronomy)	Continued as rec# 107: Journal for the History of Astronomy	Science History Publications Ltd.
69	Gewina	4	http://www.erasmuspublishing.net/boeken/gewina/gewinanu.htm	0928-303X	Dutch	Gewina	Continued as rec# 1169: Studium\nGewina: Tijdschtift voor de Geschiedenis der Geneeskunde, Naturwetenschappen, Wiskunde en Techniek	Erasmus Publishing B.V.
72	Hist. et Nature	2		0396-9681	French	Histoire et Nature	Ceased	Academis Press
77	Hist. Stud. Phys. Biol. Sci.	2	http://www.ucpress.edu/journals/hsps/	0890-9997	English 	Historical Studies in the Physical and Biological Sciences	Continued as rec# 1155: Historical Studies in the Natural Sciences	University of Californa Press
96	Impact Sci. Soc.	0		0019-2872	_____	Impact of Science on Society	Ceased	
104	Janus	0		0021-4264		Janus: revue internationale de l'histoire des sciences, de la medecine, de la pharmacie et de la technique	Ceased	
174	Quipu	3		0185-5093	English, French, Portuguese, Spanish	Quipu	Ceased\nQuipu: Revista Latinoamericana de Historia de las Ciencias y la Tecnologia\n	
210	Stud. Hist. Med. Sci.	1		0970-5562		Studies in History of Medicine and Science		Institute of History of Medicine and Medical Research (New Delhi) Department of Philosophy of Medicine and Science
275	Bull. Hist. Electr.					Bulletin d'Histoire de l'Électricité	Continued as rec# 1158: Annales historiques de l'électricité	
293	Ethics Sci. Med.	0		0306-4581		Ethics in Science and Medicine	Continued as rec# 294: Social Science & Medicine	
497						Chinese Science	Continued as rec # 55: East Asian Science Technology and Medicine	
673	Jap. Stud. Hist. Sci.	0		0090-0176		Japanese Studies in the History of Science	Continued as rec # 74: Historia scientiarum	
758	Phil. Hist. Sci.					Philosophy and the History of Science: A Taiwanese Journal	Continued as rec# 215: Taiwanese Journal for Studies of Science, Technology, and Medicine	
